"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 20 23:30:34 CST 2022","Tue Sep 20 23:30:35 CST 2022","1474","testcases","test_app.xlsx","Test_1_自动化大师","","","test_[进入首页]",""
